payout_id,seller_id,payout_ts,amount,payout_type,bank_account_id,payout_status
P012594,S01635,2026-08-03 09:00:00,29.92,scheduled,BA02306,paid
P012595,S01294,2026-08-03 09:00:00,31.79,scheduled,BA02313,paid
P012596,S00578,2026-08-03 09:00:00,199.94,scheduled,BA02015,paid
P012597,S01261,2026-08-03 09:00:00,110.79,scheduled,BA01861,paid
P012598,S01771,2026-08-03 09:00:00,30.32,scheduled,BA01731,paid
P012599,S00377,2026-08-03 09:00:00,279.61,scheduled,BA02014,paid
P012600,S00599,2026-08-03 09:00:00,128.3,scheduled,BA02166,paid
P012601,S00630,2026-08-03 09:00:00,1217.46,scheduled,BA02312,paid
P012602,S00038,2026-08-03 09:00:00,1261.37,scheduled,BA02013,paid
P012603,S01128,2026-08-03 09:00:00,111.04,scheduled,BA01780,failed
P012604,S00308,2026-08-03 09:00:00,150.42,scheduled,BA02168,paid
P012605,S00348,2026-08-03 09:00:00,241.24,scheduled,BA02012,paid
P012606,S00634,2026-08-03 09:00:00,94.87,scheduled,BA02011,paid
P012607,S01821,2026-08-03 09:00:00,252.56,scheduled,BA02169,paid
P012608,S00986,2026-08-03 09:00:00,30.6,scheduled,BA02311,paid
P012609,S00136,2026-08-03 09:00:00,271.92,scheduled,BA02170,paid
P012610,S00902,2026-08-03 09:00:00,512.81,scheduled,BA01734,paid
P012611,S00652,2026-08-03 09:00:00,104.07,scheduled,BA01864,paid
P012612,S00181,2026-08-03 09:00:00,120.02,scheduled,BA02175,paid
P012613,S01389,2026-08-03 09:00:00,19.39,scheduled,BA02308,paid
P012614,S00593,2026-08-03 09:00:00,108.42,scheduled,BA01778,paid
P012615,S01282,2026-08-03 09:00:00,48.62,scheduled,BA01868,paid
P012616,S00328,2026-08-03 09:00:00,783.56,scheduled,BA02003,paid
P012617,S00864,2026-08-03 09:00:00,250.62,scheduled,BA02174,paid
P012618,S00616,2026-08-03 09:00:00,170.61,scheduled,BA01869,paid
P012619,S00705,2026-08-03 09:00:00,787.71,scheduled,BA02373,paid
P012620,S01354,2026-08-03 09:00:00,188.58,scheduled,BA01779,paid
P012621,S01505,2026-08-03 09:00:00,74.13,scheduled,BA02309,paid
P012622,S00559,2026-08-03 09:00:00,24.96,scheduled,BA02005,paid
P012623,S01726,2026-08-03 09:00:00,969.58,scheduled,BA01865,paid
P012624,S00598,2026-08-03 09:00:00,179.65,scheduled,BA02310,paid
P012625,S01637,2026-08-03 09:00:00,162.57,scheduled,BA02008,paid
P012626,S00943,2026-08-03 09:00:00,66.67,scheduled,BA01867,paid
P012627,S01572,2026-08-03 09:00:00,457.98,scheduled,BA01955,paid
P012628,S01229,2026-08-03 09:00:00,392.46,scheduled,BA01255,paid
P012629,S01242,2026-08-03 09:00:00,1415.91,scheduled,BA01192,paid
P012630,S01306,2026-08-03 09:00:00,2058.11,scheduled,BA01346,paid
P012631,S00445,2026-08-03 09:00:00,113.08,scheduled,BA00639,paid
P012632,S00612,2026-08-03 09:00:00,774.84,scheduled,BA01516,paid
P012633,S01815,2026-08-03 09:00:00,97.37,scheduled,BA00203,paid
P012634,S00886,2026-08-03 09:00:00,316.73,scheduled,BA00530,paid
P012635,S01580,2026-08-03 09:00:00,847.06,scheduled,BA00316,paid
P012636,S01075,2026-08-03 09:00:00,16.54,scheduled,BA01515,paid
P012637,S00606,2026-08-03 09:00:00,18.52,scheduled,BA01347,paid
P012638,S00141,2026-08-03 09:00:00,645.73,scheduled,BA01061,paid
P012639,S01553,2026-08-03 09:00:00,21.13,scheduled,BA01060,paid
P012640,S00671,2026-08-03 09:00:00,746.24,scheduled,BA01514,paid
P012641,S01048,2026-08-03 09:00:00,344.76,scheduled,BA00204,paid
P012642,S01067,2026-08-03 09:00:00,252.31,scheduled,BA00916,paid
P012643,S00596,2026-08-03 09:00:00,379.76,scheduled,BA00313,paid
P012644,S00043,2026-08-03 09:00:00,169.08,scheduled,BA00638,paid
P012645,S00086,2026-08-03 09:00:00,1170.73,scheduled,BA00205,reversed
P012646,S00979,2026-08-03 09:00:00,100.89,scheduled,BA01349,paid
P012647,S01954,2026-08-03 09:00:00,85.54,scheduled,BA01513,paid
P012648,S00755,2026-08-03 09:00:00,124.61,scheduled,BA00918,paid
P012649,S00435,2026-08-03 09:00:00,309.78,scheduled,BA00531,paid
P012650,S00505,2026-08-03 09:00:00,33.65,scheduled,BA01512,paid
P012651,S01065,2026-08-03 09:00:00,89.68,scheduled,BA00637,paid
P012652,S00027,2026-08-03 09:00:00,94.05,scheduled,BA01350,paid
P012653,S00475,2026-08-03 09:00:00,92.77,scheduled,BA01059,paid
P012654,S01802,2026-08-03 09:00:00,190.54,scheduled,BA00311,paid
P012655,S01332,2026-08-03 09:00:00,326.74,scheduled,BA00921,paid
P012656,S01848,2026-08-03 09:00:00,766.28,scheduled,BA01352,paid
P012657,S01621,2026-08-03 09:00:00,117.67,scheduled,BA00914,paid
P012658,S00625,2026-08-03 09:00:00,36.02,scheduled,BA00636,paid
P012659,S01612,2026-08-03 09:00:00,48.36,scheduled,BA01062,paid
P012660,S00820,2026-08-03 09:00:00,1010.61,scheduled,BA01517,paid
P012661,S00739,2026-08-03 09:00:00,70.37,scheduled,BA00645,paid
P012662,S00467,2026-08-03 09:00:00,715.41,scheduled,BA00904,paid
P012663,S00868,2026-08-03 09:00:00,541.52,scheduled,BA01068,paid
P012664,S01507,2026-08-03 09:00:00,16.92,scheduled,BA00198,paid
P012665,S01166,2026-08-03 09:00:00,44.21,scheduled,BA00320,paid
P012666,S01340,2026-08-03 09:00:00,101.12,scheduled,BA01341,paid
P012667,S00053,2026-08-03 09:00:00,67.06,scheduled,BA01523,paid
P012668,S00933,2026-08-03 09:00:00,269.65,scheduled,BA01342,paid
P012669,S00930,2026-08-03 09:00:00,197.73,scheduled,BA00905,paid
P012670,S00874,2026-08-03 09:00:00,87.02,scheduled,BA01522,paid
P012671,S00245,2026-08-03 09:00:00,99.6,scheduled,BA00199,paid
P012672,S00266,2026-08-03 09:00:00,232.55,scheduled,BA01066,paid
P012673,S00304,2026-08-03 09:00:00,249.43,scheduled,BA00318,paid
P012674,S01096,2026-08-03 09:00:00,48.83,scheduled,BA00908,paid
P012675,S01940,2026-08-03 09:00:00,356.47,scheduled,BA01065,paid
P012676,S01058,2026-08-03 09:00:00,335.67,scheduled,BA01521,paid
P012677,S01808,2026-08-03 09:00:00,82.3,scheduled,BA00644,paid
P012678,S00956,2026-08-03 09:00:00,171.94,scheduled,BA01064,paid
P012679,S01809,2026-08-03 09:00:00,516.93,scheduled,BA01343,paid
P012680,S01477,2026-08-03 09:00:00,532.88,scheduled,BA01520,paid
P012681,S01336,2026-08-03 09:00:00,186.01,scheduled,BA00526,paid
P012682,S01209,2026-08-03 09:00:00,455.92,scheduled,BA00641,paid
P012683,S00562,2026-08-03 09:00:00,157.02,scheduled,BA01519,paid
P012684,S01455,2026-08-03 09:00:00,117.91,scheduled,BA01345,paid
P012685,S00893,2026-08-03 09:00:00,50.81,scheduled,BA01063,paid
P012686,S00378,2026-08-03 09:00:00,4347.77,scheduled,BA00202,paid
P012687,S01057,2026-08-03 09:00:00,349.63,scheduled,BA00911,paid
P012688,S01598,2026-08-03 09:00:00,1055.61,scheduled,BA00317,paid
P012689,S01183,2026-08-03 09:00:00,113.52,scheduled,BA01340,paid
P012690,S01584,2026-08-03 09:00:00,363.04,scheduled,BA01057,paid
P012691,S00120,2026-08-03 09:00:00,138.29,scheduled,BA00208,paid
P012692,S00867,2026-08-03 09:00:00,117.69,scheduled,BA00307,paid
P012693,S00474,2026-08-03 09:00:00,326.52,scheduled,BA01497,paid
P012694,S01386,2026-08-03 09:00:00,719.27,scheduled,BA00626,paid
P012695,S00315,2026-08-03 09:00:00,97.67,scheduled,BA00538,paid
P012696,S00928,2026-08-03 09:00:00,17.1,scheduled,BA01496,paid
P012697,S01376,2026-08-03 09:00:00,269.98,scheduled,BA00214,paid
P012698,S00355,2026-08-03 09:00:00,96.71,scheduled,BA00929,paid
P012699,S01314,2026-08-03 09:00:00,51.07,scheduled,BA01052,paid
P012700,S00494,2026-08-03 09:00:00,183.82,scheduled,BA00306,paid
P012701,S01114,2026-08-03 09:00:00,1053.15,scheduled,BA00540,paid
P012702,S00171,2026-08-03 09:00:00,653.85,scheduled,BA00930,paid
P012703,S01601,2026-08-03 09:00:00,75.11,scheduled,BA00931,paid
P012704,S01611,2026-08-03 09:00:00,139.97,scheduled,BA01494,paid
P012705,S00604,2026-08-03 09:00:00,16.76,scheduled,BA01359,paid
P012706,S00801,2026-08-03 09:00:00,25.16,scheduled,BA00215,paid
P012707,S00840,2026-08-03 09:00:00,341.48,scheduled,BA00216,paid
P012708,S00787,2026-08-03 09:00:00,345.8,scheduled,BA01360,paid
P012709,S00108,2026-08-03 09:00:00,346.81,scheduled,BA00625,paid
P012710,S00907,2026-08-03 09:00:00,42.75,scheduled,BA01051,paid
P012711,S00191,2026-08-03 09:00:00,189.46,scheduled,BA00932,paid
P012712,S00121,2026-08-03 09:00:00,117.31,scheduled,BA00217,paid
P012713,S00792,2026-08-03 09:00:00,1154.01,scheduled,BA01050,paid
P012714,S00689,2026-08-03 09:00:00,266.77,scheduled,BA00934,paid
P012715,S01298,2026-08-03 09:00:00,833.31,scheduled,BA01049,paid
P012716,S01181,2026-08-03 09:00:00,635.39,scheduled,BA01491,paid
P012717,S00480,2026-08-03 09:00:00,364.63,scheduled,BA00624,paid
P012718,S00247,2026-08-03 09:00:00,51.85,scheduled,BA00218,paid
P012719,S01710,2026-08-03 09:00:00,134.2,scheduled,BA01357,paid
P012720,S01265,2026-08-03 09:00:00,102.37,scheduled,BA01510,paid
P012721,S00207,2026-08-03 09:00:00,595.11,scheduled,BA00213,paid
P012722,S00718,2026-08-03 09:00:00,1683.24,scheduled,BA01498,paid
P012723,S01299,2026-08-03 09:00:00,264.5,scheduled,BA00922,paid
P012724,S00156,2026-08-03 09:00:00,304.34,scheduled,BA01353,paid
P012725,S01663,2026-08-03 09:00:00,161.3,scheduled,BA01509,paid
P012726,S01097,2026-08-03 09:00:00,56.04,scheduled,BA01056,paid
P012727,S01518,2026-08-03 09:00:00,28.22,scheduled,BA00634,paid
P012728,S00223,2026-08-03 09:00:00,599.91,scheduled,BA00923,paid
P012729,S00866,2026-08-03 09:00:00,103.2,scheduled,BA00924,paid
P012730,S00003,2026-08-03 09:00:00,18.34,scheduled,BA00209,paid
P012731,S00926,2026-08-03 09:00:00,53.72,scheduled,BA00210,paid
P012732,S01411,2026-08-03 09:00:00,1169.54,scheduled,BA00536,paid
P012733,S00594,2026-08-03 09:00:00,133.8,scheduled,BA01507,paid
P012734,S01832,2026-08-03 09:00:00,1087.26,scheduled,BA01354,paid
P012735,S01912,2026-08-03 09:00:00,1740.36,scheduled,BA00211,paid
P012736,S01906,2026-08-03 09:00:00,425.26,scheduled,BA00633,paid
P012737,S00538,2026-08-03 09:00:00,651.95,scheduled,BA01504,paid
P012738,S00262,2026-08-03 09:00:00,645.74,scheduled,BA00630,reversed
P012739,S01713,2026-08-03 09:00:00,494.29,scheduled,BA01055,paid
P012740,S01348,2026-08-03 09:00:00,302.98,scheduled,BA01355,paid
P012741,S00334,2026-08-03 09:00:00,138.57,scheduled,BA00926,paid
P012742,S00798,2026-08-03 09:00:00,576.1,scheduled,BA01501,paid
P012743,S01631,2026-08-03 09:00:00,31.57,scheduled,BA00537,paid
P012744,S00555,2026-08-03 09:00:00,1030.55,scheduled,BA00927,paid
P012745,S01473,2026-08-03 09:00:00,316.91,scheduled,BA00309,paid
P012746,S00470,2026-08-03 09:00:00,464.6,scheduled,BA01500,paid
P012747,S01577,2026-08-03 09:00:00,28.54,scheduled,BA00928,paid
P012748,S00013,2026-08-03 09:00:00,416.83,scheduled,BA01499,failed
P012749,S00159,2026-08-03 09:00:00,534.17,scheduled,BA01356,paid
P012750,S00895,2026-08-03 09:00:00,87.46,scheduled,BA01054,paid
P012751,S01372,2026-08-03 09:00:00,175.27,scheduled,BA01361,paid
P012752,S01333,2026-08-03 09:00:00,270.54,scheduled,BA00321,paid
P012753,S01220,2026-08-03 09:00:00,639.72,scheduled,BA00197,paid
P012754,S01427,2026-08-03 09:00:00,281.27,scheduled,BA00337,paid
P012755,S01600,2026-08-03 09:00:00,211.55,scheduled,BA01548,paid
P012756,S00325,2026-08-03 09:00:00,9024.64,scheduled,BA00187,paid
P012757,S00488,2026-08-03 09:00:00,226.86,scheduled,BA00880,paid
P012758,S01485,2026-08-03 09:00:00,1416.82,scheduled,BA01547,paid
P012759,S00901,2026-08-03 09:00:00,563.26,scheduled,BA01087,paid
P012760,S01345,2026-08-03 09:00:00,145.46,scheduled,BA00661,paid
P012761,S00457,2026-08-03 09:00:00,772.7,scheduled,BA00881,paid
P012762,S00862,2026-08-03 09:00:00,545.77,scheduled,BA01085,paid
P012763,S00322,2026-08-03 09:00:00,189.76,scheduled,BA00336,paid
P012764,S01308,2026-08-03 09:00:00,1207.15,scheduled,BA00658,paid
P012765,S01238,2026-08-03 09:00:00,109.82,scheduled,BA01546,paid
P012766,S00858,2026-08-03 09:00:00,3729.99,scheduled,BA01319,paid
P012767,S00186,2026-08-03 09:00:00,115.93,scheduled,BA00511,paid
P012768,S01252,2026-08-03 09:00:00,431.79,scheduled,BA00883,paid
P012769,S01088,2026-08-03 09:00:00,527.13,scheduled,BA01320,paid
P012770,S01113,2026-08-03 09:00:00,598.86,scheduled,BA01083,paid
P012771,S00568,2026-08-03 09:00:00,344.55,scheduled,BA00884,paid
P012772,S00466,2026-08-03 09:00:00,452.32,scheduled,BA01321,paid
P012773,S00180,2026-08-03 09:00:00,679.82,scheduled,BA00335,paid
P012774,S01975,2026-08-03 09:00:00,365.06,scheduled,BA00885,paid
P012775,S00063,2026-08-03 09:00:00,391.9,scheduled,BA01322,paid
P012776,S00783,2026-08-03 09:00:00,8734.26,scheduled,BA00189,paid
P012777,S00218,2026-08-03 09:00:00,557.31,scheduled,BA00657,paid
P012778,S00448,2026-08-03 09:00:00,208.1,scheduled,BA01542,paid
P012779,S01492,2026-08-03 09:00:00,46.03,scheduled,BA01082,paid
P012780,S00941,2026-08-03 09:00:00,268.99,scheduled,BA00886,paid
P012781,S01550,2026-08-03 09:00:00,124.04,scheduled,BA00509,paid
P012782,S00536,2026-08-03 09:00:00,105.25,scheduled,BA01081,paid
P012783,S01926,2026-08-03 09:00:00,552.34,scheduled,BA00664,paid
P012784,S00438,2026-08-03 09:00:00,684.59,scheduled,BA00879,paid
P012785,S01618,2026-08-03 09:00:00,98.24,scheduled,BA00671,paid
P012786,S00856,2026-08-03 09:00:00,505.63,scheduled,BA01560,paid
P012787,S01176,2026-08-03 09:00:00,80.0,scheduled,BA00347,paid
P012788,S01188,2026-08-03 09:00:00,17.47,scheduled,BA00505,paid
P012789,S01153,2026-08-03 09:00:00,866.63,scheduled,BA00670,paid
P012790,S01701,2026-08-03 09:00:00,116.66,scheduled,BA01559,paid
P012791,S00911,2026-08-03 09:00:00,103.44,scheduled,BA00868,paid
P012792,S00742,2026-08-03 09:00:00,205.06,scheduled,BA01093,paid
P012793,S01670,2026-08-03 09:00:00,373.56,scheduled,BA01311,paid
P012794,S01255,2026-08-03 09:00:00,341.23,scheduled,BA01558,paid
P012795,S00910,2026-08-03 09:00:00,,scheduled,BA01092,paid
P012796,S00389,2026-08-03 09:00:00,864.64,scheduled,BA00344,paid
P012797,S01903,2026-08-03 09:00:00,80.74,scheduled,BA01312,paid
P012798,S01576,2026-08-03 09:00:00,99.85,scheduled,BA00507,paid
P012799,S00830,2026-08-03 09:00:00,230.96,scheduled,BA01555,paid
P012800,S01965,2026-08-03 09:00:00,4540.01,scheduled,BA01090,paid
P012801,S01908,2026-08-03 09:00:00,173.09,scheduled,BA01314,paid
P012802,S00528,2026-08-03 09:00:00,116.27,scheduled,BA00341,paid
P012803,S01335,2026-08-03 09:00:00,151.8,scheduled,BA00668,paid
P012804,S01246,2026-08-03 09:00:00,84.7,scheduled,BA01554,paid
P012805,S01126,2026-08-03 09:00:00,786.3,scheduled,BA01089,paid
P012806,S01350,2026-08-03 09:00:00,185.79,scheduled,BA00665,paid
P012807,S00637,2026-08-03 09:00:00,453.16,scheduled,BA01315,paid
P012808,S00187,2026-08-03 09:00:00,401.68,scheduled,BA00876,paid
P012809,S01367,2026-08-03 09:00:00,130.5,scheduled,BA01553,paid
P012810,S01807,2026-08-03 09:00:00,93.08,scheduled,BA01088,paid
P012811,S00682,2026-08-03 09:00:00,614.81,scheduled,BA00338,paid
P012812,S01966,2026-08-03 09:00:00,94.67,scheduled,BA01316,paid
P012813,S01520,2026-08-03 09:00:00,137.2,scheduled,BA00520,paid
P012814,S01788,2026-08-03 09:00:00,492.26,scheduled,BA00334,paid
P012815,S01357,2026-08-03 09:00:00,911.45,scheduled,BA00512,paid
P012816,S01849,2026-08-03 09:00:00,2238.3,scheduled,BA01073,paid
P012817,S01985,2026-08-03 09:00:00,251.43,scheduled,BA01531,paid
P012818,S00209,2026-08-03 09:00:00,8007.38,scheduled,BA00192,paid
P012819,S00857,2026-08-03 09:00:00,97.84,scheduled,BA00649,paid
P012820,S00775,2026-08-03 09:00:00,70.83,scheduled,BA01530,paid
P012821,S00815,2026-08-03 09:00:00,49.46,scheduled,BA00896,paid
P012822,S00230,2026-08-03 09:00:00,103.36,scheduled,BA00326,paid
P012823,S00608,2026-08-03 09:00:00,182.55,scheduled,BA01333,paid
P012824,S01233,2026-08-03 09:00:00,55.93,scheduled,BA01335,paid
P012825,S01986,2026-08-03 09:00:00,7800.0,scheduled,BA00193,paid
P012826,S01723,2026-08-03 09:00:00,244.53,scheduled,BA00325,paid
P012827,S00059,2026-08-03 09:00:00,156.01,scheduled,BA01529,paid
P012828,S01316,2026-08-03 09:00:00,81.5,scheduled,BA01070,paid
P012829,S00482,2026-08-03 09:00:00,1300.77,scheduled,BA00898,paid
P012830,S00476,2026-08-03 09:00:00,126.55,scheduled,BA01337,paid
P012831,S00959,2026-08-03 09:00:00,44.31,scheduled,BA01528,paid
P012832,S00560,2026-08-03 09:00:00,9231.27,scheduled,BA00195,paid
P012833,S01769,2026-08-03 09:00:00,1031.51,scheduled,BA00648,paid
P012834,S00800,2026-08-03 09:00:00,524.04,scheduled,BA00519,paid
P012835,S00298,2026-08-03 09:00:00,1000.67,scheduled,BA00900,paid
P012836,S01772,2026-08-03 09:00:00,30.61,scheduled,BA00323,paid
P012837,S00359,2026-08-03 09:00:00,43.84,scheduled,BA01527,paid
P012838,S01140,2026-08-03 09:00:00,776.1,scheduled,BA01339,paid
P012839,S01881,2026-08-03 09:00:00,346.26,scheduled,BA01069,paid
P012840,S00112,2026-08-03 09:00:00,36.67,scheduled,BA00646,paid
P012841,S00504,2026-08-03 09:00:00,251.39,scheduled,BA01525,paid
P012842,S00077,2026-08-03 09:00:00,95.17,scheduled,BA00196,paid
P012843,S00163,2026-08-03 09:00:00,1278.33,scheduled,BA00328,paid
P012844,S00762,2026-08-03 09:00:00,141.42,scheduled,BA01323,paid
P012845,S00905,2026-08-03 09:00:00,917.62,scheduled,BA00515,paid
P012846,S00031,2026-08-03 09:00:00,511.25,scheduled,BA01332,paid
P012847,S00406,2026-08-03 09:00:00,193.72,scheduled,BA01540,paid
P012848,S01707,2026-08-03 09:00:00,419.36,scheduled,BA00653,paid
P012848,S01707,2026-08-03 09:00:00,419.36,scheduled,BA00653,paid
P012849,S00390,2026-08-03 09:00:00,102.04,scheduled,BA00889,paid
P012850,S02000,2026-08-03 09:00:00,26.27,scheduled,BA01325,paid
P012851,S01523,2026-08-03 09:00:00,407.51,scheduled,BA00332,paid
P012852,S00449,2026-08-03 09:00:00,91.92,scheduled,BA01079,paid
P012853,S00454,2026-08-03 09:00:00,8874.1,scheduled,BA00191,paid
P012854,S01052,2026-08-03 09:00:00,52.93,scheduled,BA00652,paid
P012855,S01111,2026-08-03 09:00:00,226.22,scheduled,BA00513,paid
P012856,S00872,2026-08-03 09:00:00,21.97,scheduled,BA01537,paid
P012857,S00906,08/03/2026 09:00,43.6,scheduled,BA01535,paid
P012858,S01290,2026-08-03 09:00:00,659.96,scheduled,BA00891,paid
P012859,S01132,2026-08-03 09:00:00,496.5,scheduled,BA01327,paid
P012860,S00458,2026-08-03 09:00:00,112.46,scheduled,BA01078,paid
P012861,S00953,2026-08-03 09:00:00,30.23,scheduled,BA00651,paid
P012862,S00605,2026-08-03 09:00:00,631.93,scheduled,BA01077,paid
P012863,S00025,2026-08-03 09:00:00,279.15,scheduled,BA00893,paid
P012864,S01835,2026-08-03 09:00:00,213.78,scheduled,BA01328,paid
P012865,S00164,2026-08-03 09:00:00,121.45,scheduled,BA00514,paid
P012866,S00453,2026-08-03 09:00:00,2028.51,scheduled,BA00329,paid
P012867,S01352,2026-08-03 09:00:00,682.55,scheduled,BA01534,paid
P012868,S01499,2026-08-03 09:00:00,168.36,scheduled,BA01076,paid
P012869,S01370,2026-08-03 09:00:00,157.72,scheduled,BA01331,paid
P012870,S01737,2026-08-03 09:00:00,104.98,scheduled,BA00894,paid
P012871,S01861,2026-08-03 09:00:00,56.12,scheduled,BA01533,paid
P012872,S00490,2026-08-03 09:00:00,29.67,scheduled,BA00650,paid
P012873,S01827,2026-08-03 09:00:00,274.32,scheduled,BA01074,paid
P012874,S01683,2026-08-03 09:00:00,189.56,scheduled,BA01532,paid
P012875,S01486,2026-08-03 09:00:00,163.76,scheduled,BA00935,paid
P012876,S00683,2026-08-03 09:00:00,1316.49,scheduled,BA00936,paid
P012877,S01866,2026-08-03 09:00:00,138.28,scheduled,BA00304,paid
P012878,S00557,2026-08-03 09:00:00,148.92,scheduled,BA00563,paid
P012879,S00641,2026-08-03 09:00:00,176.16,scheduled,BA00280,paid
P012880,S00301,2026-08-03 09:00:00,248.26,scheduled,BA01395,paid
P012881,S00079,2026-08-03 09:00:00,651.93,scheduled,BA00247,paid
P012882,S01300,2026-08-03 09:00:00,135.32,scheduled,BA00974,paid
P012883,S00399,2026-08-03 09:00:00,366.8,scheduled,BA01016,paid
P012884,S00951,2026-08-03 09:00:00,125.61,scheduled,BA01442,paid
P012885,S00385,2026-08-03 09:00:00,1668.83,scheduled,BA00566,paid
P012886,S00429,2026-08-03 09:00:00,279.06,scheduled,BA00248,paid
P012887,S00114,2026-08-03 09:00:00,262.05,scheduled,BA00590,paid
P012888,S00330,2026-08-03 09:00:00,23.05,scheduled,BA01440,paid
P012889,S00419,2026-08-03 09:00:00,904.7,scheduled,BA01398,paid
P012890,S01728,2026-08-03 09:00:00,192.65,scheduled,BA00977,paid
P012891,S01315,2026-08-03 09:00:00,852.69,scheduled,BA01399,paid
P012892,S00990,2026-08-03 09:00:00,66.72,scheduled,BA01015,paid
P012893,S00391,2026-08-03 09:00:00,,scheduled,BA00278,paid
P012894,S01979,2026-08-03 09:00:00,164.12,scheduled,BA00589,paid
P012895,S00265,2026-08-03 09:00:00,364.67,scheduled,BA00587,paid
P012896,S00238,2026-08-03 09:00:00,291.22,scheduled,BA01438,paid
P012897,S01634,2026-08-03 09:00:00,253.15,scheduled,BA00249,paid
P012898,S01761,2026-08-03 09:00:00,144.14,scheduled,BA00979,paid
P012899,S00185,2026-08-03 09:00:00,100.37,scheduled,BA01401,paid
P012900,S01086,2026-08-03 09:00:00,122.4,scheduled,BA00567,paid
P012901,S00549,2026-08-03 09:00:00,1686.27,scheduled,BA01014,paid
P012902,S01495,2026-08-03 09:00:00,741.07,scheduled,BA00981,paid
P012903,S00303,2026-08-03 09:00:00,503.19,scheduled,BA01437,paid
P012904,S00750,2026-08-03 09:00:00,422.54,scheduled,BA00252,paid
P012905,S00577,2026-08-03 09:00:00,128.67,scheduled,BA00592,paid
P012906,S01147,2026-08-03 09:00:00,1338.49,scheduled,BA00277,paid
P012907,S00708,2026-08-03 09:00:00,190.62,scheduled,BA01445,paid
P012908,S00680,2026-08-03 09:00:00,68.5,scheduled,BA00593,paid
P012909,S00321,2026-08-03 09:00:00,229.09,scheduled,BA00561,paid
P012910,S00203,2026-08-03 09:00:00,108.07,scheduled,BA01454,paid
P012911,S01936,08/03/2026 09:00,271.22,scheduled,BA00242,paid
P012912,S00022,2026-08-03 09:00:00,20.6,scheduled,BA00597,paid
P012913,S01453,2026-08-03 09:00:00,186.42,scheduled,BA00967,failed
P012914,S00909,2026-08-03 09:00:00,376.18,scheduled,BA01387,paid
P012915,S00788,2026-08-03 09:00:00,557.61,scheduled,BA00596,paid
P012916,S01331,2026-08-03 09:00:00,95.69,scheduled,BA01453,paid
P012917,S01008,2026-08-03 09:00:00,115.52,scheduled,BA00243,paid
P012918,S01603,2026-08-03 09:00:00,145.56,scheduled,BA01022,paid
P012919,S01595,2026-08-03 09:00:00,397.06,scheduled,BA01390,paid
P012920,S00923,2026-08-03 09:00:00,1690.73,scheduled,BA01451,paid
P012921,S01717,2026-08-03 09:00:00,167.47,scheduled,BA01021,paid
P012922,S01545,2026-08-03 09:00:00,287.95,scheduled,BA00595,paid
P012923,S00993,2026-08-03 09:00:00,1693.16,scheduled,BA00283,paid
P012924,S00564,2026-08-03 09:00:00,1142.77,scheduled,BA01393,paid
P012925,S00411,2026-08-03 09:00:00,762.55,scheduled,BA00562,paid
P012926,S01379,2026-08-03 09:00:00,256.48,scheduled,BA01450,paid
P012927,S00657,2026-08-03 09:00:00,115.98,scheduled,BA00244,paid
P012928,S01409,2026-08-03 09:00:00,422.78,scheduled,BA00281,paid
P012929,S01465,2026-08-03 09:00:00,665.22,scheduled,BA00971,paid
P012930,S00554,2026-08-03 09:00:00,3215.23,scheduled,BA01018,paid
P012931,S01981,2026-08-03 09:00:00,213.04,scheduled,BA00594,paid
P012932,S00392,2026-08-03 09:00:00,68.22,scheduled,BA00972,paid
P012933,S01522,2026-08-03 09:00:00,377.56,scheduled,BA01394,paid
P012934,S00341,2026-08-03 09:00:00,66.97,scheduled,BA01446,paid
P012935,S01400,2026-08-03 09:00:00,591.54,scheduled,BA00246,paid
P012936,S00709,2026-08-03 09:00:00,1878.14,scheduled,BA00973,paid
P012937,S00570,2026-08-03 09:00:00,214.49,scheduled,BA00965,paid
P012938,S01786,2026-08-03 09:00:00,112.52,scheduled,BA00568,paid
P012939,S00497,2026-08-03 09:00:00,50.03,scheduled,BA01013,paid
P012940,S00746,2026-08-03 09:00:00,23.36,scheduled,BA01411,paid
P012941,S00954,2026-08-03 09:00:00,464.18,scheduled,BA00572,paid
P012942,S01969,2026-08-03 09:00:00,51.3,scheduled,BA00271,paid
P012943,S01116,2026-08-03 09:00:00,40.96,scheduled,BA01427,paid
P012944,S00343,2026-08-03 09:00:00,83.54,scheduled,BA01412,paid
P012945,S01148,2026-08-03 09:00:00,24.23,scheduled,BA01006,paid
P012946,S00326,2026-08-03 09:00:00,900.42,scheduled,BA00580,paid
P012947,S00146,2026-08-03 09:00:00,182.04,scheduled,BA01426,paid
P012948,S00607,2026-08-03 09:00:00,308.5,scheduled,BA00261,paid
P012949,S01736,2026-08-03 09:00:00,13.24,scheduled,BA00992,failed
P012950,S00105,2026-08-03 09:00:00,269.16,scheduled,BA00270,paid
P012951,S00869,2026-08-03 09:00:00,1180.43,scheduled,BA00579,paid
P012952,S01860,2026-08-03 09:00:00,897.59,scheduled,BA01413,paid
P012953,S01167,2026-08-03 09:00:00,69.93,scheduled,BA01005,paid
P012954,S01671,2026-08-03 09:00:00,1093.28,scheduled,BA00995,paid
P012955,S00417,2026-08-03 09:00:00,1569.81,scheduled,BA00573,paid
P012956,S01644,2026-08-03 09:00:00,212.0,scheduled,BA01422,paid
P012957,S00387,2026-08-03 09:00:00,73.66,scheduled,BA00264,paid
P012958,S00644,2026-08-03 09:00:00,236.93,scheduled,BA00269,paid
